Electrode,Time,rawTimeSeries-NoLineNoise,bpThetaTimeSeries,bpGammaTimeSeries,thetaAngle,thetaPower,gammaAngle,gammaPower,BinEdgesThetaAngle,AveGammaPower,SpectrogramTime,SpectrogramFreq,SpectrogramPower
mL_AH1,2.911,-7.207,2.822,0.285,-0.573,11.285,-1.350,1.690,,,38.500,17.090,319.586
mL_AH1,2.912,-6.401,2.937,0.559,-0.502,11.223,-1.141,1.798,,,38.500,17.578,199.967
mL_AH1,2.913,-2.467,3.035,0.826,-0.431,11.159,-0.929,1.903,,,38.500,18.066,173.125
mL_AH1,2.914,-5.092,3.116,1.070,-0.360,11.085,-0.713,2.002,,,38.500,18.555,58.806
mL_AH1,2.915,-4.233,3.179,1.272,-0.290,11.007,-0.496,2.092,,,38.500,19.043,153.112
mL_AH1,2.916,-1.304,3.225,1.417,-0.220,10.919,-0.276,2.170,,,38.500,19.531,184.529
mL_AH1,2.917,-4.969,3.253,1.493,-0.151,10.826,-0.055,2.236,,,38.500,20.020,77.346
mL_AH1,2.918,-1.962,3.264,1.491,-0.082,10.724,0.168,2.285,,,38.500,20.508,58.527
mL_AH1,2.919,-0.947,3.258,1.407,-0.014,10.614,0.391,2.317,,,38.500,20.996,225.164
mL_AH1,2.920,-0.731,3.235,1.247,0.054,10.496,0.615,2.330,,,38.500,21.484,459.658
mL_AH1,2.921,2.675,3.196,1.018,0.121,10.368,0.839,2.322,,,38.500,21.973,356.556
mL_AH1,2.922,0.000,3.142,0.737,0.188,10.234,1.063,2.293,,,38.500,22.461,95.644
mL_AH1,2.923,-1.521,3.074,0.422,0.255,10.088,1.285,2.243,,,38.500,22.949,276.785
mL_AH1,2.924,-6.344,2.991,0.094,0.321,9.937,1.507,2.173,,,38.500,23.438,417.700
mL_AH1,2.925,-13.912,2.896,-0.223,0.386,9.773,1.726,2.082,,,38.500,23.926,338.535
mL_AH1,2.926,-14.486,2.789,-0.511,0.452,9.605,1.943,1.975,,,38.500,24.414,300.852
mL_AH1,2.927,-15.861,2.670,-0.751,0.516,9.424,2.156,1.852,,,38.500,24.902,120.176
mL_AH1,2.928,-17.451,2.542,-0.933,0.580,9.239,2.363,1.716,,,38.500,25.391,56.235
mL_AH1,2.929,-18.850,2.405,-1.051,0.644,9.042,2.565,1.573,,,38.500,25.879,222.733
mL_AH1,2.930,-18.521,2.261,-1.107,0.707,8.841,2.759,1.425,,,38.500,26.367,113.103
mL_AH1,2.931,-14.035,2.110,-1.108,0.769,8.628,2.942,1.278,,,38.500,26.855,294.938
mL_AH1,2.932,-14.682,1.954,-1.066,0.831,8.413,3.113,1.138,,,38.500,27.344,459.585
mL_AH1,2.933,-14.977,1.795,-0.997,0.893,8.185,-3.015,1.010,,,38.500,27.832,451.577
mL_AH1,2.934,-17.608,1.632,-0.917,0.954,7.958,-2.879,0.901,,,38.500,28.320,163.336
mL_AH1,2.935,-16.625,1.468,-0.840,1.014,7.717,-2.763,0.817,,,38.500,28.809,401.083
mL_AH1,2.936,-18.495,1.304,-0.778,1.074,7.479,-2.666,0.765,,,38.500,29.297,352.971
mL_AH1,2.937,-17.655,1.140,-0.736,1.133,7.228,-2.584,0.752,,,38.500,29.785,231.189
mL_AH1,2.938,-16.231,0.978,-0.714,1.192,6.980,-2.508,0.784,,,38.500,30.273,471.583
mL_AH1,2.939,-15.499,0.819,-0.703,1.249,6.721,-2.426,0.869,,,38.500,30.762,653.532
mL_AH1,2.940,-18.785,0.664,-0.692,1.307,6.467,-2.329,1.012,,,38.500,31.250,413.672
mL_AH1,2.941,-17.415,0.514,-0.661,1.363,6.203,-2.213,1.219,,,38.500,31.738,218.418
mL_AH1,2.942,-20.516,0.370,-0.590,1.419,5.944,-2.075,1.496,,,38.500,32.227,161.461
mL_AH1,2.943,-22.397,0.232,-0.461,1.473,5.677,-1.917,1.847,,,38.500,32.715,140.864
mL_AH1,2.944,-21.736,0.101,-0.258,1.527,5.417,-1.743,2.277,,,38.500,33.203,441.220
mL_AH1,2.945,-24.237,-0.022,0.028,1.580,5.150,-1.554,2.788,,,38.500,33.691,465.174
mL_AH1,2.946,-21.274,-0.137,0.395,1.633,4.891,-1.354,3.384,,,38.500,34.180,456.865
mL_AH1,2.947,-19.618,-0.242,0.832,1.684,4.627,-1.145,4.066,,,38.500,34.668,294.446
mL_AH1,2.948,-20.733,-0.339,1.317,1.734,4.373,-0.929,4.834,,,38.500,35.156,108.393
mL_AH1,2.949,-19.087,-0.426,1.815,1.782,4.115,-0.706,5.688,,,38.500,35.645,154.696
mL_AH1,2.950,-17.386,-0.504,2.286,1.830,3.867,-0.478,6.626,,,38.500,36.133,333.554
mL_AH1,2.951,-17.464,-0.572,2.682,1.876,3.619,-0.246,7.646,,,38.500,36.621,337.157
mL_AH1,2.952,-18.660,-0.630,2.957,1.920,3.381,-0.010,8.745,,,38.500,37.109,272.975
mL_AH1,2.953,-19.573,-0.678,3.067,1.963,3.144,0.229,9.917,,,38.500,37.598,85.507
mL_AH1,2.954,-19.220,-0.717,2.977,2.004,2.919,0.471,11.158,,,38.500,38.086,207.878
mL_AH1,2.955,-23.252,-0.747,2.667,2.043,2.697,0.714,12.461,,,38.500,38.574,86.888
mL_AH1,2.956,-17.732,-0.768,2.133,2.079,2.487,0.960,13.818,,,38.500,39.063,239.949
mL_AH1,2.957,-21.472,-0.780,1.388,2.114,2.282,1.207,15.224,,,38.500,39.551,259.073
mL_AH1,2.958,-23.316,-0.785,0.468,2.144,2.091,1.456,16.667,,,38.500,40.039,146.021
mL_AH1,2.959,-17.491,-0.781,-0.575,2.172,1.905,1.706,18.139,,,38.500,40.527,92.842
mL_AH1,2.960,-20.532,-0.771,-1.672,2.196,1.734,1.958,19.631,,,38.500,41.016,168.698
mL_AH1,2.961,-18.228,-0.754,-2.743,2.216,1.570,2.210,21.132,,,38.500,41.504,184.366
mL_AH1,2.962,-21.131,-0.731,-3.706,2.231,1.421,2.464,22.632,,,38.500,41.992,167.237
mL_AH1,2.963,-23.543,-0.704,-4.478,2.242,1.281,2.718,24.120,,,38.500,42.480,376.560
mL_AH1,2.964,-26.996,-0.672,-4.987,2.246,1.156,2.974,25.587,,,38.500,42.969,206.549
mL_AH1,2.965,-28.862,-0.636,-5.178,2.244,1.041,-3.053,27.020,,,38.500,43.457,343.482
mL_AH1,2.966,-31.757,-0.597,-5.016,2.234,0.942,-2.796,28.412,,,38.500,43.945,483.030
mL_AH1,2.967,-27.810,-0.557,-4.493,2.217,0.854,-2.539,29.750,,,38.500,44.434,312.246
mL_AH1,2.968,-29.006,-0.515,-3.630,2.192,0.782,-2.281,31.026,,,38.500,44.922,239.304
mL_AH1,2.969,-29.814,-0.472,-2.473,2.160,0.722,-2.021,32.231,,,38.500,45.410,278.026
mL_AH1,2.970,-19.246,-0.429,-1.097,2.119,0.678,-1.762,33.357,,,38.500,45.898,373.677
mL_AH1,2.971,-18.743,-0.387,0.406,2.074,0.646,-1.502,34.395,,,38.500,46.387,274.475
mL_AH1,2.972,-23.257,-0.347,1.927,2.023,0.631,-1.241,35.340,,,38.500,46.875,109.030
mL_AH1,2.973,-17.397,-0.309,3.355,1.971,0.628,-0.979,36.185,,,38.500,47.363,165.166
mL_AH1,2.974,-16.700,-0.273,4.580,1.919,0.643,-0.717,36.926,,,38.500,47.852,350.180
mL_AH1,2.975,-13.559,-0.242,5.506,1.871,0.669,-0.455,37.558,,,38.500,48.340,81.244
mL_AH1,2.976,-9.686,-0.214,6.058,1.827,0.713,-0.191,38.079,,,38.500,48.828,72.975
mL_AH1,2.977,-11.893,-0.190,6.187,1.790,0.769,0.072,38.485,,,38.500,49.316,120.864
mL_AH1,2.978,-11.298,-0.172,5.877,1.760,0.842,0.337,38.777,,,38.500,49.805,246.730
mL_AH1,2.979,-14.302,-0.159,5.145,1.737,0.927,0.602,38.955,,,38.500,50.293,358.607
mL_AH1,2.980,-15.922,-0.152,4.040,1.721,1.029,0.867,39.018,,,38.500,50.781,359.776
mL_AH1,2.981,-16.589,-0.151,2.643,1.713,1.143,1.134,38.970,,,38.500,51.270,132.905
mL_AH1,2.982,-19.322,-0.157,1.056,1.710,1.274,1.400,38.813,,,38.500,51.758,194.629
mL_AH1,2.983,-19.461,-0.169,-0.602,1.714,1.416,1.668,38.550,,,38.500,52.246,269.295
mL_AH1,2.984,-26.914,-0.188,-2.207,1.721,1.576,1.936,38.185,,,38.500,52.734,376.841
mL_AH1,2.985,-28.239,-0.214,-3.638,1.734,1.745,2.205,37.725,,,38.500,53.223,447.752
mL_AH1,2.986,-28.074,-0.248,-4.788,1.750,1.932,2.474,37.174,,,38.500,53.711,166.807
mL_AH1,2.987,-31.880,-0.288,-5.574,1.769,2.128,2.744,36.540,,,38.500,54.199,118.055
mL_AH1,2.988,-33.961,-0.335,-5.938,1.792,2.343,3.015,35.827,,,38.500,54.688,167.141
mL_AH1,2.989,-32.919,-0.390,-5.858,1.817,2.565,-2.997,35.045,,,38.500,55.176,248.081
mL_AH1,2.990,-33.435,-0.451,-5.347,1.843,2.806,-2.725,34.199,,,38.500,55.664,133.631
mL_AH1,2.991,-26.798,-0.519,-4.450,1.872,3.055,-2.452,33.298,,,40.000,0.000,48.449
mL_AH1,2.992,-28.442,-0.594,-3.244,1.903,3.322,-2.178,32.349,,,40.000,0.488,3736.220
mL_AH1,2.993,-27.853,-0.675,-1.827,1.935,3.596,-1.903,31.361,,,40.000,0.977,1597.195
mL_AH1,2.994,-22.676,-0.763,-0.314,1.968,3.888,-1.628,30.341,,,40.000,1.465,4598.563
mL_AH1,2.995,-22.406,-0.856,1.177,2.003,4.187,-1.352,29.295,,,40.000,1.953,5038.609
mL_AH1,2.996,-21.432,-0.955,2.531,2.038,4.505,-1.074,28.234,,,40.000,2.441,3347.422
mL_AH1,2.997,-23.889,-1.060,3.645,2.074,4.828,-0.796,27.162,,,40.000,2.930,4168.232
mL_AH1,2.998,-23.142,-1.170,4.439,2.111,5.171,-0.517,26.087,,,40.000,3.418,2571.873
mL_AH1,2.999,-23.150,-1.284,4.861,2.149,5.519,-0.237,25.016,,,40.000,3.906,1055.423
mL_AH1,3.000,-22.602,-1.402,4.890,2.187,5.887,0.043,23.954,,,40.000,4.395,2029.350
mL_AH1,3.001,-22.550,-1.525,4.535,2.226,6.260,0.325,22.907,,,40.000,4.883,1096.295
mL_AH1,3.002,-23.501,-1.651,3.839,2.265,6.653,0.608,21.880,,,40.000,5.371,738.553
mL_AH1,3.003,-20.498,-1.779,2.870,2.305,7.052,0.892,20.878,,,40.000,5.859,2717.530
mL_AH1,3.004,-24.572,-1.911,1.714,2.345,7.470,1.176,19.905,,,40.000,6.348,2234.276
mL_AH1,3.005,-25.874,-2.045,0.472,2.386,7.895,1.462,18.963,,,40.000,6.836,2306.993
mL_AH1,3.006,-30.315,-2.180,-0.753,2.426,8.339,1.749,18.056,,,40.000,7.324,1708.070
mL_AH1,3.007,-29.575,-2.317,-1.862,2.468,8.790,2.037,17.187,,,40.000,7.813,1668.520
mL_AH1,3.008,-30.218,-2.454,-2.770,2.509,9.261,2.325,16.356,,,40.000,8.301,2092.112
mL_AH1,3.009,-29.756,-2.592,-3.410,2.551,9.739,2.615,15.566,,,40.000,8.789,1569.004
mL_AH1,3.010,-31.051,-2.729,-3.742,2.593,10.237,2.905,14.817,,,40.000,9.277,1765.990
mL_AH1,3.011,-30.063,-2.866,-3.751,2.635,10.743,-3.087,14.109,,,40.000,9.766,1862.078
mL_AH1,3.012,-26.614,-3.001,-3.449,2.677,11.269,-2.795,13.443,,,40.000,10.254,1780.612
mL_AH1,3.013,-21.732,-3.135,-2.874,2.720,11.804,-2.503,12.817,,,40.000,10.742,745.424
mL_AH1,3.014,-15.582,-3.266,-2.086,2.762,12.358,-2.210,12.231,,,40.000,11.230,632.948
mL_AH1,3.015,-16.400,-3.394,-1.158,2.805,12.923,-1.916,11.685,,,40.000,11.719,404.375
mL_AH1,3.016,-13.846,-3.518,-0.173,2.848,13.508,-1.622,11.176,,,40.000,12.207,471.657
mL_AH1,3.017,-14.296,-3.639,0.786,2.892,14.104,-1.328,10.704,,,40.000,12.695,808.568
mL_AH1,3.018,-16.296,-3.755,1.639,2.935,14.719,-1.034,10.266,,,40.000,13.184,1034.005
mL_AH1,3.019,-14.515,-3.866,2.320,2.979,15.346,-0.739,9.861,,,40.000,13.672,917.461
mL_AH1,3.020,-16.185,-3.971,2.780,3.023,15.992,-0.445,9.487,,,40.000,14.160,418.928
mL_AH1,3.021,-17.684,-4.069,2.989,3.067,16.652,-0.151,9.142,,,40.000,14.648,578.288
mL_AH1,3.022,-16.199,-4.161,2.940,3.111,17.329,0.143,8.824,,,40.000,15.137,778.160
mL_AH1,3.023,-16.711,-4.245,2.647,-3.128,18.021,0.437,8.531,,,40.000,15.625,1197.184
mL_AH1,3.024,-15.624,-4.320,2.142,-3.083,18.730,0.730,8.261,,,40.000,16.113,778.213
mL_AH1,3.025,-13.386,-4.387,1.476,-3.038,19.455,1.022,8.012,,,40.000,16.602,796.911
mL_AH1,3.026,-14.709,-4.445,0.708,-2.994,20.195,1.314,7.782,,,40.000,17.090,659.393
mL_AH1,3.027,-18.012,-4.492,-0.095,-2.948,20.954,1.605,7.570,,,40.000,17.578,808.687
mL_AH1,3.028,-17.980,-4.529,-0.867,-2.903,21.725,1.896,7.373,,,40.000,18.066,515.800
mL_AH1,3.029,-14.439,-4.555,-1.546,-2.858,22.515,2.185,7.190,,,40.000,18.555,304.930
mL_AH1,3.030,-17.825,-4.569,-2.080,-2.812,23.316,2.474,7.020,,,40.000,19.043,371.126
mL_AH1,3.031,-21.506,-4.571,-2.432,-2.766,24.138,2.761,6.862,,,40.000,19.531,473.088
mL_AH1,3.032,-20.933,-4.561,-2.580,-2.721,24.968,3.048,6.713,,,40.000,20.020,693.409
mL_AH1,3.033,-17.681,-4.537,-2.517,-2.674,25.820,-2.950,6.573,,,40.000,20.508,468.099
mL_AH1,3.034,-19.070,-4.499,-2.255,-2.628,26.677,-2.665,6.441,,,40.000,20.996,140.443
mL_AH1,3.035,-17.914,-4.448,-1.822,-2.582,27.557,-2.382,6.315,,,40.000,21.484,362.032
mL_AH1,3.036,-14.971,-4.382,-1.255,-2.535,28.439,-2.099,6.196,,,40.000,21.973,253.747
mL_AH1,3.037,-15.711,-4.302,-0.602,-2.488,29.345,-1.817,6.081,,,40.000,22.461,67.339
mL_AH1,3.038,-14.964,-4.206,0.083,-2.442,30.250,-1.537,5.972,,,40.000,22.949,350.223
mL_AH1,3.039,-16.967,-4.096,0.747,-2.394,31.179,-1.257,5.865,,,40.000,23.438,439.500
mL_AH1,3.040,-16.726,-3.970,1.341,-2.347,32.103,-0.978,5.763,,,40.000,23.926,200.750
mL_AH1,3.041,-15.940,-3.829,1.820,-2.300,33.052,-0.700,5.663,,,40.000,24.414,234.784
mL_AH1,3.042,-14.687,-3.673,2.151,-2.252,33.992,-0.423,5.566,,,40.000,24.902,76.322
mL_AH1,3.043,-10.949,-3.501,2.314,-2.205,34.958,-0.147,5.471,,,40.000,25.391,356.181
mL_AH1,3.044,-15.567,-3.314,2.300,-2.157,35.911,0.129,5.377,,,40.000,25.879,513.860
mL_AH1,3.045,-13.255,-3.112,2.114,-2.109,36.888,0.404,5.285,,,40.000,26.367,253.102
mL_AH1,3.046,-15.094,-2.895,1.774,-2.061,37.849,0.678,5.194,,,40.000,26.855,153.082
mL_AH1,3.047,-15.569,-2.664,1.310,-2.012,38.834,0.952,5.105,,,40.000,27.344,31.872
mL_AH1,3.048,-11.768,-2.418,0.758,-1.964,39.799,1.226,5.015,,,40.000,27.832,463.267
mL_AH1,3.049,-8.575,-2.159,0.160,-1.916,40.788,1.498,4.927,,,40.000,28.320,394.535
mL_AH1,3.050,-9.504,-1.887,-0.437,-1.867,41.752,1.771,4.838,,,40.000,28.809,253.297
mL_AH1,3.051,-11.859,-1.602,-0.991,-1.818,42.738,2.043,4.749,,,40.000,29.297,112.058
mL_AH1,3.052,-9.133,-1.306,-1.462,-1.770,43.696,2.315,4.660,,,40.000,29.785,146.325
mL_AH1,3.053,-6.672,-0.999,-1.816,-1.721,44.675,2.586,4.570,,,40.000,30.273,163.180
mL_AH1,3.054,-7.169,-0.681,-2.032,-1.672,45.622,2.857,4.479,,,40.000,30.762,273.409
mL_AH1,3.055,-1.966,-0.354,-2.095,-1.623,46.589,3.129,4.388,,,40.000,31.250,186.210
mL_AH1,3.056,-6.462,-0.019,-2.004,-1.574,47.519,-2.884,4.295,,,40.000,31.738,197.824
mL_AH1,3.057,-6.439,0.323,-1.770,-1.524,48.467,-2.613,4.201,,,40.000,32.227,525.826
mL_AH1,3.058,-6.896,0.672,-1.412,-1.475,49.376,-2.342,4.105,,,40.000,32.715,106.496
mL_AH1,3.059,-0.778,1.025,-0.961,-1.426,50.301,-2.071,4.007,,,40.000,33.203,233.587
mL_AH1,3.060,-1.811,1.383,-0.451,-1.376,51.183,-1.801,3.907,,,40.000,33.691,222.737
mL_AH1,3.061,0.134,1.743,0.080,-1.327,52.078,-1.530,3.805,,,40.000,34.180,156.592
mL_AH1,3.062,-0.037,2.105,0.590,-1.277,52.928,-1.259,3.701,,,40.000,34.668,72.960
mL_AH1,3.063,1.992,2.467,1.043,-1.228,53.789,-0.988,3.595,,,40.000,35.156,208.872
mL_AH1,3.064,2.537,2.828,1.407,-1.178,54.602,-0.717,3.487,,,40.000,35.645,66.329
mL_AH1,3.065,8.642,3.187,1.658,-1.128,55.422,-0.446,3.376,,,40.000,36.133,305.286
mL_AH1,3.066,6.550,3.542,1.779,-1.079,56.194,-0.174,3.264,,,40.000,36.621,586.740
mL_AH1,3.067,5.719,3.892,1.766,-1.029,56.969,0.097,3.149,,,40.000,37.109,333.982
mL_AH1,3.068,8.694,4.236,1.624,-0.979,57.694,0.369,3.033,,,40.000,37.598,40.683
mL_AH1,3.069,10.055,4.572,1.368,-0.930,58.419,0.641,2.915,,,40.000,38.086,164.962
mL_AH1,3.070,8.557,4.899,1.021,-0.880,59.093,0.914,2.796,,,40.000,38.574,101.173
mL_AH1,3.071,6.856,5.217,0.613,-0.830,59.765,1.187,2.676,,,40.000,39.063,147.449
mL_AH1,3.072,13.426,5.523,0.177,-0.780,60.384,1.460,2.555,,,40.000,39.551,150.793
mL_AH1,3.073,10.321,5.817,-0.253,-0.731,60.997,1.733,2.433,,,40.000,40.039,87.186
mL_AH1,3.074,7.331,6.097,-0.643,-0.681,61.559,2.007,2.312,,,40.000,40.527,282.302
mL_AH1,3.075,10.213,6.362,-0.966,-0.631,62.110,2.282,2.190,,,40.000,41.016,285.795
mL_AH1,3.076,12.518,6.612,-1.199,-0.581,62.611,2.557,2.069,,,40.000,41.504,340.165
mL_AH1,3.077,10.349,6.846,-1.330,-0.532,63.097,2.832,1.950,,,40.000,41.992,500.901
mL_AH1,3.078,8.802,7.062,-1.352,-0.482,63.534,3.108,1.831,,,40.000,42.480,415.037
mL_AH1,3.079,11.258,7.260,-1.271,-0.433,63.952,-2.899,1.714,,,40.000,42.969,157.306
mL_AH1,3.080,11.821,7.439,-1.098,-0.383,64.323,-2.621,1.600,,,40.000,43.457,182.402
mL_AH1,3.081,12.242,7.598,-0.852,-0.334,64.673,-2.343,1.488,,,40.000,43.945,583.788
mL_AH1,3.082,13.795,7.737,-0.557,-0.284,64.976,-2.065,1.379,,,40.000,44.434,389.021
mL_AH1,3.083,15.684,7.856,-0.240,-0.235,65.254,-1.785,1.274,,,40.000,44.922,88.466
mL_AH1,3.084,13.770,7.953,0.072,-0.186,65.489,-1.505,1.172,,,40.000,45.410,150.450
mL_AH1,3.085,15.268,8.030,0.353,-0.137,65.695,-1.223,1.074,,,40.000,45.898,141.254
mL_AH1,3.086,13.648,8.085,0.584,-0.087,65.862,-0.940,0.980,,,40.000,46.387,243.575
mL_AH1,3.087,15.699,8.118,0.748,-0.038,65.995,-0.656,0.891,,,40.000,46.875,95.755
mL_AH1,3.088,19.254,8.129,0.837,0.011,66.093,-0.371,0.807,,,40.000,47.363,278.315
mL_AH1,3.089,21.458,8.119,0.850,0.059,66.154,-0.084,0.727,,,40.000,47.852,513.760
mL_AH1,3.090,22.049,8.088,0.791,0.108,66.183,0.205,0.652,,,40.000,48.340,368.673
mL_AH1,3.091,22.494,8.035,0.672,0.157,66.174,0.496,0.583,,,40.000,48.828,226.021
mL_AH1,3.092,21.165,7.962,0.507,0.205,66.136,0.789,0.519,,,40.000,49.316,294.846
mL_AH1,3.093,18.277,7.868,0.317,0.254,66.057,1.084,0.460,,,40.000,49.805,301.397
mL_AH1,3.094,19.884,7.754,0.119,0.302,65.953,1.382,0.405,,,40.000,50.293,283.323
mL_AH1,3.095,18.212,7.621,-0.067,0.350,65.807,1.683,0.356,,,40.000,50.781,325.542
mL_AH1,3.096,23.729,7.469,-0.226,0.398,65.640,1.988,0.312,,,40.000,51.270,186.275
mL_AH1,3.097,18.843,7.299,-0.346,0.446,65.428,2.295,0.272,,,40.000,51.758,54.369
mL_AH1,3.098,16.737,7.111,-0.419,0.494,65.201,2.607,0.237,,,40.000,52.246,257.751
mL_AH1,3.099,16.933,6.907,-0.443,0.541,64.928,2.923,0.206,,,40.000,52.734,259.142
mL_AH1,3.100,15.238,6.688,-0.421,0.588,64.644,-3.040,0.179,,,40.000,53.223,323.407
mL_AH1,3.101,17.322,6.454,-0.358,0.635,64.312,-2.715,0.155,,,40.000,53.711,135.459
mL_AH1,3.102,18.941,6.207,-0.267,0.683,63.975,-2.385,0.135,,,40.000,54.199,118.024
mL_AH1,3.103,20.757,5.946,-0.158,0.729,63.589,-2.050,0.117,,,40.000,54.688,137.708
mL_AH1,3.104,20.429,5.674,-0.045,0.776,63.203,-1.711,0.103,,,40.000,55.176,301.660
mL_AH1,3.105,19.794,5.392,0.061,0.822,62.768,-1.368,0.091,,,40.000,55.664,305.795
mL_AH1,3.106,23.411,5.099,0.148,0.869,62.336,-1.020,0.080,,,41.500,0.000,93.845
mL_AH1,3.107,18.335,4.799,0.210,0.915,61.856,-0.671,0.072,,,41.500,0.488,2505.562
mL_AH1,3.108,21.004,4.491,0.243,0.960,61.385,-0.319,0.065,,,41.500,0.977,3193.453
mL_AH1,3.109,21.789,4.176,0.244,1.006,60.866,0.032,0.060,,,41.500,1.465,1786.454
mL_AH1,3.110,19.674,3.857,0.218,1.051,60.359,0.383,0.055,,,41.500,1.953,1079.432
mL_AH1,3.111,19.983,3.533,0.169,1.096,59.806,0.732,0.051,,,41.500,2.441,3553.848
mL_AH1,3.112,14.723,3.206,0.104,1.141,59.270,1.078,0.048,,,41.500,2.930,4174.052
mL_AH1,3.113,15.553,2.877,0.032,1.186,58.689,1.420,0.045,,,41.500,3.418,4726.460
mL_AH1,3.114,16.813,2.546,-0.038,1.230,58.128,1.758,0.043,,,41.500,3.906,3930.359
mL_AH1,3.115,14.025,2.216,-0.100,1.274,57.524,2.091,0.041,,,41.500,4.395,3920.915
mL_AH1,3.116,12.416,1.886,-0.147,1.318,56.944,2.421,0.038,,,41.500,4.883,3405.114
mL_AH1,3.117,18.473,1.557,-0.175,1.362,56.324,2.746,0.036,,,41.500,5.371,1416.065
mL_AH1,3.118,15.393,1.231,-0.182,1.405,55.731,3.068,0.033,,,41.500,5.859,2041.442
mL_AH1,3.119,19.257,0.909,-0.171,1.448,55.099,-2.897,0.031,,,41.500,6.348,1489.143
mL_AH1,3.120,18.200,0.590,-0.143,1.491,54.498,-2.581,0.028,,,41.500,6.836,182.547
mL_AH1,3.121,14.825,0.275,-0.103,1.533,53.862,-2.268,0.026,,,41.500,7.324,1498.242
mL_AH1,3.122,17.747,-0.034,-0.057,1.575,53.259,-1.955,0.023,,,41.500,7.813,1418.165
mL_AH1,3.123,16.179,-0.337,-0.010,1.617,52.623,-1.642,0.020,,,41.500,8.301,1953.643
mL_AH1,3.124,17.130,-0.634,0.031,1.659,52.022,-1.328,0.017,,,41.500,8.789,509.813
mL_AH1,3.125,18.758,-0.924,0.063,1.700,51.393,-1.011,0.014,,,41.500,9.277,1366.302
mL_AH1,3.126,15.754,-1.207,0.083,1.741,50.801,-0.689,0.011,,,41.500,9.766,1798.701
mL_AH1,3.127,21.508,-1.483,0.088,1.782,50.182,-0.358,0.009,,,41.500,10.254,1027.292
mL_AH1,3.128,16.505,-1.750,0.081,1.822,49.603,-0.013,0.007,,,41.500,10.742,655.174
mL_AH1,3.129,16.642,-2.010,0.064,1.862,49.001,0.359,0.005,,,41.500,11.230,1138.942
mL_AH1,3.130,17.803,-2.261,0.040,1.902,48.440,0.774,0.003,,,41.500,11.719,1115.391
mL_AH1,3.131,16.982,-2.503,0.013,1.941,47.860,1.270,0.002,,,41.500,12.207,761.206
mL_AH1,3.132,17.582,-2.737,-0.011,1.980,47.321,1.901,0.001,,,41.500,12.695,451.335
mL_AH1,3.133,22.197,-2.963,-0.029,2.019,46.766,2.668,0.001,,,41.500,13.184,42.883
mL_AH1,3.134,16.807,-3.179,-0.037,2.057,46.254,-2.882,0.001,,,41.500,13.672,419.016
mL_AH1,3.135,16.414,-3.387,-0.033,2.095,45.730,-2.305,0.002,,,41.500,14.160,686.023
mL_AH1,3.136,16.716,-3.587,-0.017,2.133,45.248,-1.843,0.004,,,41.500,14.648,539.034
mL_AH1,3.137,15.608,-3.778,0.010,2.171,44.758,-1.448,0.006,,,41.500,15.137,259.883
mL_AH1,3.138,18.248,-3.960,0.044,2.208,44.311,-1.090,0.009,,,41.500,15.625,773.212
mL_AH1,3.139,19.273,-4.135,0.081,2.245,43.858,-0.754,0.012,,,41.500,16.113,602.858
mL_AH1,3.140,15.234,-4.301,0.116,2.282,43.449,-0.431,0.016,,,41.500,16.602,157.278
mL_AH1,3.141,17.486,-4.459,0.143,2.318,43.037,-0.116,0.021,,,41.500,17.090,190.669
mL_AH1,3.142,18.576,-4.609,0.158,2.354,42.669,0.193,0.026,,,41.500,17.578,230.791
mL_AH1,3.143,17.211,-4.752,0.156,2.390,42.301,0.498,0.031,,,41.500,18.066,282.000
mL_AH1,3.144,16.767,-4.888,0.134,2.426,41.977,0.801,0.037,,,41.500,18.555,116.977
mL_AH1,3.145,14.539,-5.017,0.094,2.461,41.656,1.103,0.044,,,41.500,19.043,296.786
mL_AH1,3.146,15.550,-5.139,0.037,2.496,41.378,1.404,0.050,,,41.500,19.531,313.914
mL_AH1,3.147,18.465,-5.254,-0.032,2.531,41.107,1.705,0.058,,,41.500,20.020,226.911
mL_AH1,3.148,16.016,-5.363,-0.107,2.566,40.878,2.006,0.065,,,41.500,20.508,695.638
mL_AH1,3.149,15.936,-5.466,-0.181,2.601,40.658,2.308,0.073,,,41.500,20.996,676.371
mL_AH1,3.150,10.999,-5.563,-0.245,2.635,40.480,2.611,0.081,,,41.500,21.484,103.991
mL_AH1,3.151,11.458,-5.654,-0.291,2.669,40.313,2.916,0.089,,,41.500,21.973,150.349
mL_AH1,3.152,15.507,-5.740,-0.311,2.703,40.188,-3.061,0.097,,,41.500,22.461,135.273
mL_AH1,3.153,12.914,-5.820,-0.302,2.737,40.077,-2.754,0.106,,,41.500,22.949,211.673
mL_AH1,3.154,10.658,-5.896,-0.261,2.771,40.006,-2.444,0.116,,,41.500,23.438,346.201
mL_AH1,3.155,12.863,-5.966,-0.189,2.805,39.952,-2.133,0.125,,,41.500,23.926,298.746
mL_AH1,3.156,12.242,-6.032,-0.091,2.839,39.937,-1.820,0.135,,,41.500,24.414,354.489
mL_AH1,3.157,7.668,-6.092,0.025,2.872,39.942,-1.504,0.146,,,41.500,24.902,276.408
mL_AH1,3.158,10.162,-6.148,0.149,2.906,39.984,-1.187,0.158,,,41.500,25.391,218.040
mL_AH1,3.159,7.783,-6.200,0.267,2.940,40.049,-0.869,0.171,,,41.500,25.879,29.750
