Electrode,rawTimeSeries-NoLineNoise,bpThetaTimeSeries,bpGammaTimeSeries,thetaAngle,thetaPower,gammaAngle,gammaPower,Time
mL_AH1,-3.755177115,-11.17578245,-1.749126559,-3.13143947,124.9109896,-2.711397342,3.703610045,0.777
mL_AH1,-3.500966807,-11.2657816,-1.524455399,-3.091301377,127.2393792,-2.475902518,3.757008815,0.778
mL_AH1,-0.68889851,-11.3368741,-1.210054057,-3.051099126,129.5829862,-2.240397854,3.800869768,0.779
mL_AH1,1.97811204,-11.38854881,-0.823726599,-3.010867911,131.9409632,-2.0049238,3.835203945,0.78
mL_AH1,5.778557414,-11.42034105,-0.387836847,-2.970583095,134.3139627,-1.769498025,3.860274395,0.781
mL_AH1,10.50699036,-11.43183374,0.07214466,-2.930278568,136.7006876,-1.534144416,3.87623066,0.782
mL_AH1,4.104494197,-11.42265816,0.529282812,-2.889930042,139.1026289,-1.298876132,3.88349866,0.783
mL_AH1,8.581587685,-11.39249444,0.956891159,-2.8495699,141.5180305,-1.063700191,3.882349635,0.784
mL_AH1,8.382117931,-11.34107174,1.330198068,-2.809174311,143.9492391,-0.828625984,3.873305937,0.785
mL_AH1,7.954248176,-11.2681682,1.627856389,-2.768773965,146.3940307,-0.593644794,3.856738589,0.786
mL_AH1,10.60110142,-11.17361063,1.833203274,-2.728345598,148.8556156,-0.358761911,3.833198251,0.787
mL_AH1,7.820416295,-11.05727396,1.935198297,-2.687918049,151.3312948,-0.123955572,3.803128788,0.788
mL_AH1,5.480582072,-10.91908048,1.928992904,-2.647468733,153.8251407,0.110774022,3.767049889,0.789
mL_AH1,4.010339112,-10.75899897,1.816110106,-2.6070245,156.3339736,0.345457575,3.725447031,0.79
mL_AH1,6.230685368,-10.5770436,1.6042385,-2.566563549,158.8627182,0.580101004,3.678766706,0.791
mL_AH1,8.098151265,-10.37327272,1.306667303,-2.526110622,161.4077107,0.814738766,3.627502985,0.792
mL_AH1,7.927089922,-10.14778757,0.941408178,-2.485644814,163.9747091,1.049383295,3.57200918,0.793
mL_AH1,10.34526458,-9.90073086,0.530064542,-2.445188658,166.559564,1.284067141,3.512757199,0.794
mL_AH1,11.99578735,-9.632285365,0.096519718,-2.404722244,169.1688398,1.518808519,3.450010183,0.795
mL_AH1,13.88031534,-9.342672433,-0.334478169,-2.364265819,171.7979022,1.753632692,3.384193333,0.796
mL_AH1,13.00092526,-9.032150518,-0.738753952,-2.323800563,174.4540868,1.988561519,3.315501632,0.797
mL_AH1,13.09227608,-8.701013727,-1.094086044,-2.283344378,177.1322774,2.223608579,3.244298305,0.798
mL_AH1,12.09835612,-8.349590418,-1.3814543,-2.242879628,179.8405381,2.458795768,3.170743853,0.799
mL_AH1,12.19225112,-7.97824185,-1.586086803,-2.202421829,182.5732773,2.694122046,3.095135342,0.8
mL_AH1,17.42051206,-7.587360925,-1.698247679,-2.161954614,185.3392377,2.929604428,3.01763547,0.801
mL_AH1,8.436856321,-7.177371019,-1.713721535,-2.12149109,188.1323618,-3.117959397,2.938482426,0.802
mL_AH1,6.296016612,-6.748724928,-1.633966301,-2.081016239,190.9620151,-2.882192499,2.857872967,0.803
mL_AH1,7.865942569,-6.301903932,-1.465924868,-2.040540754,193.8216872,-2.646313089,2.77600404,0.804
mL_AH1,9.150463196,-5.837416988,-1.221506144,-2.00005103,196.7213049,-2.41033159,2.693127689,0.805
mL_AH1,7.81856762,-5.355800061,-0.916767085,-1.95955536,199.6539206,-2.174295713,2.609424258,0.806
mL_AH1,8.8773038,-4.8576156,-0.570847511,-1.91904161,202.6299547,-1.938238046,2.525208324,0.807
mL_AH1,10.65852538,-4.34345215,-0.204727394,-1.878515694,205.6420415,-1.702219609,2.440670381,0.808
mL_AH1,13.24907609,-3.813924132,0.160109926,-1.837966998,208.7010206,-1.466299138,2.35618105,0.809
mL_AH1,12.983102,-3.26967176,0.50301695,-1.797399092,211.7991288,-1.23054962,2.271965017,0.81
mL_AH1,17.09576642,-2.711361132,0.805430738,-1.756802919,214.9475436,-0.995057618,2.188432312,0.811
mL_AH1,19.37055279,-2.139684464,1.051944341,-1.716179761,218.1381257,-0.759907067,2.105858986,0.812
mL_AH1,20.84993132,-1.555360487,1.231127782,-1.675522144,221.3823026,-0.525210778,2.024673006,0.813
mL_AH1,20.7299765,-0.959134998,1.336045531,-1.634829126,224.6715806,-0.291062469,1.945209299,0.814
mL_AH1,23.8663431,-0.351781555,1.36444261,-1.594094841,228.0175416,-0.05759538,1.867893015,0.815
mL_AH1,22.64120826,0.265897687,1.318599297,-1.55331621,231.4113598,0.175089601,1.793115063,0.816
mL_AH1,23.4815327,0.893071012,1.20488237,-1.512488983,234.8646691,0.40684991,1.721282295,0.817
mL_AH1,23.15019365,1.52887607,1.033045979,-1.471608047,238.368335,0.637583652,1.652829831,0.818
mL_AH1,20.86915215,2.172418713,0.815355028,-1.430670782,241.9339349,0.867156351,1.588138628,0.819
mL_AH1,23.21504956,2.822771751,0.565616217,-1.389670154,245.5520497,1.09547734,1.527670641,0.82
mL_AH1,24.52418309,3.478973674,0.298205307,-1.348605174,249.2340871,1.322444504,1.471781558,0.821
mL_AH1,21.64767939,4.140027346,0.027173359,-1.307467018,252.9703697,1.54799853,1.420941235,0.822
mL_AH1,26.02630651,4.804898717,-0.23449966,-1.266256325,256.7720181,1.772099696,1.375487352,0.823
mL_AH1,26.12533628,5.472515577,-0.475456666,-1.224962623,260.629125,1.994747205,1.335880783,0.824
mL_AH1,26.03441643,6.141766378,-0.686298926,-1.183588166,264.5524033,2.215994871,1.30245215,0.825
mL_AH1,24.75382217,6.811499183,-0.85971026,-1.142120981,268.531747,2.435928537,1.275640575,0.826
mL_AH1,28.28103147,7.480520747,-0.990399896,-1.100564919,272.5773383,2.654717881,1.255780707,0.827
mL_AH1,31.08018082,8.147595786,-1.074913863,-1.058906665,276.6789068,2.872552306,1.243281449,0.828
mL_AH1,30.82532184,8.811446467,-1.111377304,-1.01715163,280.8459793,3.089717058,1.238489395,0.829
mL_AH1,32.62186198,9.470752147,-1.099233709,-0.97528532,285.0681585,-2.976688662,1.241777836,0.83
mL_AH1,32.8593046,10.12414941,-1.039041033,-0.933314669,289.3541909,-2.759926613,1.253507604,0.831
mL_AH1,32.84733764,10.77023244,-0.932369824,-0.891224169,293.6935929,-2.542842348,1.274012329,0.832
mL_AH1,32.81705457,11.40755372,-0.78182659,-0.849022222,298.0942068,-2.325048033,1.303662032,0.833
mL_AH1,35.2639561,12.03462517,-0.591199517,-0.806692474,302.5455076,-2.106209075,1.342746169,0.834
mL_AH1,33.43869151,12.64991971,-0.365696838,-0.764244738,307.0543112,-1.885987554,1.39163016,0.835
mL_AH1,31.50249316,13.25187324,-0.112224252,-0.721661984,311.6101006,-1.664111101,1.450552817,0.836
mL_AH1,34.27754231,13.83888715,0.160369688,-0.67895536,316.218548,-1.440343285,1.5198515,0.837
mL_AH1,33.70095028,14.40933138,0.441159458,-0.636107332,320.8691991,-1.214506675,1.599705164,0.838
mL_AH1,33.11774305,14.96154789,0.717196057,-0.593130306,325.5664715,-0.98648437,1.690390046,0.839
mL_AH1,29.2718374,15.49385482,0.973809901,-0.55000641,330.3000341,-0.756196911,1.79201289,0.84
mL_AH1,29.40529963,16.00455117,1.195199649,-0.506749219,335.0729482,-0.523634334,1.904747811,0.841
mL_AH1,26.18081159,16.491922,1.3653098,-0.463340688,339.8750735,-0.288797587,2.028613594,0.842
mL_AH1,29.52070375,16.95424431,1.468961279,-0.419795463,344.7080246,-0.051753955,2.163637308,0.843
mL_AH1,31.44871153,17.3897934,1.493159978,-0.37609549,349.561927,0.187440157,2.30973043,0.844
mL_AH1,31.5550267,17.79684983,1.428473269,-0.332256377,354.4368722,0.428673376,2.466730237,0.845
mL_AH1,34.92452553,18.17370696,1.270338479,-0.288260216,359.3233335,0.67185683,2.634417385,0.846
mL_AH1,28.77851518,18.5186789,1.020154377,-0.244123464,364.2198198,0.916863249,2.812405371,0.847
mL_AH1,30.53192339,18.83010908,0.686009545,-0.199828507,369.1172413,1.16358856,3.000315631,0.848
mL_AH1,25.74283167,19.10637909,0.282921262,-0.155392527,374.0124823,1.411909493,3.197518203,0.849
mL_AH1,31.72409319,19.34591806,-0.16750572,-0.110798347,378.8969856,1.661718321,3.403442772,0.85
mL_AH1,30.8293886,19.54721229,-0.638041851,-0.066063748,383.7659887,1.912907278,3.617214293,0.851
mL_AH1,25.80378142,19.70881518,-1.09739985,-0.021172121,388.6115682,2.165372392,3.838038192,0.852
mL_AH1,26.51185588,19.82935731,-1.512326948,0.023858287,393.4273146,2.419026049,4.064811939,0.853
mL_AH1,25.92739586,19.90755673,-1.850083399,0.069043385,398.2060443,2.673773021,4.296491672,0.854
mL_AH1,27.58899539,19.94222921,-2.081117637,0.114364599,402.9397233,2.929545699,4.531781438,0.855
mL_AH1,22.69758141,19.93229851,-2.181712494,0.159837022,407.622017,-3.096924051,4.769379345,0.856
mL_AH1,24.55163022,19.87680646,-2.13636053,0.205441886,412.2433147,-2.839316205,5.007840365,0.857
mL_AH1,28.6543309,19.77492287,-1.939632548,0.251193354,416.7982419,-2.580883777,5.245620435,0.858
mL_AH1,28.2464798,19.62595502,-1.59733277,0.297072606,421.2756835,-2.321664495,5.481172887,0.859
mL_AH1,29.05597317,19.42935685,-1.126785376,0.343092773,425.6713365,-2.061709245,5.712757381,0.86
mL_AH1,28.16342568,19.1847375,-0.556166481,0.389235119,429.9726791,-1.8010469,5.93877054,0.861
mL_AH1,29.74566567,18.89186927,0.077122581,0.435511647,434.1765887,-1.539711067,6.157352263,0.862
mL_AH1,25.48720692,18.55069486,0.7289577,0.481903842,438.2692587,-1.277724704,6.36688352,0.863
mL_AH1,28.21468743,18.16133376,1.351702779,0.528422493,442.2488509,-1.015105014,6.56548631,0.864
mL_AH1,28.67412316,17.72408772,1.897887928,0.575049443,446.1004185,-0.75187038,6.751566276,0.865
mL_AH1,31.61797478,17.23944524,2.32405884,0.621794188,449.8235033,-0.488023647,6.923343431,0.866
mL_AH1,32.36410704,16.70808494,2.594470362,0.668639059,453.4021837,-0.223578258,7.079293548,0.867
mL_AH1,29.18969209,16.13087783,2.684295173,0.715592193,456.8374661,0.041474491,7.217849124,0.868
mL_AH1,32.54696466,15.50888828,2.582046561,0.762636533,460.1126372,0.307127875,7.337612612,0.869
mL_AH1,30.98644578,14.84337382,2.290971421,0.809778799,463.230238,0.573399152,7.437326463,0.87
mL_AH1,31.69013006,14.13578357,1.829251568,0.857002669,466.1729614,0.840290918,7.515791026,0.871
mL_AH1,29.53238749,13.38775535,1.228951603,0.904313395,468.9449351,1.10782648,7.572128168,0.872
mL_AH1,24.25116478,12.60111147,0.533761321,0.951695503,471.5284665,1.376020537,7.605420724,0.873
mL_AH1,24.83689797,11.77785314,-0.204309929,0.999152736,473.9293017,1.644901098,7.615207294,0.874
mL_AH1,17.10857088,10.92015357,-0.929030732,1.046670574,476.1295769,1.914497351,7.600943127,0.875
mL_AH1,17.62057018,10.0303498,-1.584502039,1.094251223,478.1366656,2.184842334,7.562591759,0.876
mL_AH1,14.31734442,9.110933201,-2.119783159,1.141881208,479.9327496,2.455981335,7.500062612,0.877
mL_AH1,13.14815168,8.164538848,-2.493187139,1.189561172,481.5268142,2.727954649,7.413732183,0.878
mL_AH1,14.71567816,7.193933732,-2.675862736,1.237278776,482.9013025,3.000824432,7.304022158,0.879
mL_AH1,10.7791268,6.202003915,-2.654334863,1.285033083,484.0667718,-3.008543014,7.171701139,0.88
mL_AH1,14.10394953,5.191740729,-2.4317612,1.332812961,485.0061372,-2.733697813,7.017724215,0.881
mL_AH1,11.9110365,4.166226114,-2.027772344,1.380615885,485.731464,-2.457756809,6.843231425,0.882
mL_AH1,7.120987452,3.128617194,-1.476886957,1.428431994,486.2263429,-2.180623298,6.649688101,0.883
mL_AH1,4.93079002,2.082130223,-0.825620785,1.476257178,486.5042594,-1.902205487,6.438588282,0.884
mL_AH1,0.458934206,1.030024015,-0.128527623,1.524082901,486.5496716,-1.622387927,6.211840813,0.885
mL_AH1,-2.895977299,-0.024417007,0.556489669,1.571903475,486.3773752,-1.341048748,5.971275018,0.886
mL_AH1,-5.192442451,-1.07790001,1.173188744,1.619711733,485.9728727,-1.05805065,5.719141356,0.887
mL_AH1,-7.316521544,-2.127141054,1.67187306,1.667500435,485.3521387,-0.773235375,5.45757352,0.888
mL_AH1,-5.124380547,-3.168882362,2.013712475,1.715263814,484.5018795,-0.486438411,5.189039966,0.889
mL_AH1,-5.731688754,-4.19990942,2.174103583,1.762993111,483.4390978,-0.197460172,4.915922514,0.89
mL_AH1,-9.411463714,-5.217067759,2.144756441,1.810683985,482.1518432,0.093898101,4.640777132,0.891
mL_AH1,-10.44514314,-6.217279297,1.934307136,1.858326205,480.6579794,0.387879301,4.366142573,0.892
mL_AH1,-8.736581086,-7.197558091,1.567389306,1.905916874,478.9470163,0.684722512,4.09453752,0.893
mL_AH1,-9.018601905,-8.15502539,1.08224019,1.953444344,477.0374983,0.984709646,3.828530328,0.894
mL_AH1,-11.93837809,-9.08692386,0.527054675,2.00090718,474.9204889,1.28811897,3.57049076,0.895
mL_AH1,-8.325994748,-9.990630867,-0.044578865,2.048292392,472.6150219,1.595254056,3.322862409,0.896
mL_AH1,-16.49282995,-10.86367071,-0.578736479,2.095600011,470.1137822,1.906412069,3.087768574,0.897
mL_AH1,-23.85072745,-11.70372572,-1.026233998,2.1428158,467.4360934,2.22187549,2.867363983,0.898
mL_AH1,-28.52656915,-12.5086461,-1.347236671,2.189941262,464.5763022,2.541902521,2.663437721,0.899
mL_AH1,-32.25511378,-13.27645852,-1.514959606,2.236961023,461.5538158,2.866669607,2.477703191,0.9
mL_AH1,-34.12311557,-14.00537323,-1.518099217,2.283878065,458.3646551,-3.08690307,2.311532019,0.901
mL_AH1,-37.7489045,-14.69378988,-1.361756162,2.330676002,455.0281001,-2.752509542,2.166076018,0.902
mL_AH1,-38.16599199,-15.34030175,-1.066755995,2.3773593,451.5418287,-2.413544324,2.042209257,0.903
mL_AH1,-35.12027552,-15.94369858,-0.667430789,2.423910709,447.9247815,-2.070461846,1.940448679,0.904
mL_AH1,-37.03912001,-16.5029679,-0.208077745,2.470336181,444.1762488,-1.723918936,1.861099164,0.905
mL_AH1,-31.75135762,-17.01729486,0.261556343,2.516617759,440.3146216,-1.37480891,1.80402205,0.906
mL_AH1,-30.35075698,-17.4860606,0.691316582,2.562762882,436.3407328,-1.024195123,1.76890167,0.907
mL_AH1,-28.76176235,-17.90883929,1.035704299,2.608753058,432.2722203,-0.673234346,1.754971754,0.908
mL_AH1,-26.8923269,-18.28539378,1.258456417,2.654597215,428.1113688,-0.323110714,1.76128059,0.909
mL_AH1,-23.33016522,-18.61566995,1.336179185,2.70027651,423.8748711,0.025110789,1.786501059,0.91
mL_AH1,-16.47388885,-18.89978996,1.260669718,2.745801351,419.5663564,0.370495247,1.829080271,0.911
mL_AH1,-17.91938627,-19.13804431,1.039691124,2.791152741,415.2013953,0.712362247,1.887224246,0.912
mL_AH1,-23.4681649,-19.33088301,0.696123979,2.836342563,410.784842,1.050226509,1.958872001,0.913
mL_AH1,-28.75580897,-19.47890581,0.2655826,2.881351874,406.3309864,1.38384966,2.041874683,0.914
mL_AH1,-38.49364262,-19.58285166,-0.207258259,2.926194023,401.8457794,1.713160875,2.133811304,0.915
mL_AH1,-37.400893,-19.64358753,-0.673248602,2.970850337,397.342091,2.038242614,2.232302894,0.916
mL_AH1,-39.41950455,-19.66209674,-1.083789611,3.015335622,392.8268339,2.359287668,2.334756303,0.917
mL_AH1,-41.53631974,-19.63946678,-1.395786601,3.059631705,388.3113389,2.676542941,2.438698193,0.918
mL_AH1,-38.57464793,-19.57687695,-1.576023324,3.103754834,383.8033403,2.990320076,2.541566913,0.919
mL_AH1,-33.85465811,-19.4755857,-1.604514161,-3.135497741,379.3125291,-2.982265734,2.640940794,0.92
mL_AH1,-30.99978713,-19.33691811,-1.476497989,-3.091737733,374.8473183,-2.674507268,2.734482593,0.921
mL_AH1,-31.71452416,-19.16225326,-1.2028788,-3.048166934,370.4156776,-2.369291724,2.819975503,0.922
mL_AH1,-30.91232124,-18.95301196,-0.809078499,-3.004766281,366.026556,-2.066304842,2.895466308,0.923
mL_AH1,-29.09724951,-18.71064474,-0.332429927,-2.961551082,361.6861391,-1.765270358,2.959095216,0.924
mL_AH1,-25.33872028,-18.4366203,0.181613674,-2.918500933,357.4037734,-1.465913424,3.009405788,0.925
mL_AH1,-27.60848415,-18.1324145,0.684058027,-2.87562977,353.1838188,-1.167981028,3.045032344,0.926
mL_AH1,-23.57903176,-17.79950006,1.127264292,-2.832915923,349.0358873,-0.871237624,3.065077728,0.927
mL_AH1,-21.46250173,-17.43933691,1.469663085,-2.790371781,344.9624932,-0.575448178,3.068774554,0.928
mL_AH1,-24.00210822,-17.05336343,1.679810171,-2.747974517,340.9733936,-0.280406963,3.055802314,0.929
mL_AH1,-24.21584469,-16.64298859,1.739380297,-2.705734829,337.0692582,0.014109899,3.026046231,0.93
mL_AH1,-25.22872306,-16.209585,1.644808624,-2.663628879,333.2598826,0.308292984,2.979744375,0.931
mL_AH1,-23.14803102,-15.75448293,1.407430807,-2.621665567,329.5441155,0.602362215,2.917428375,0.932
mL_AH1,-26.56233348,-15.27896542,1.05212796,-2.579820222,325.9316996,0.896510694,2.839851133,0.933
mL_AH1,-29.7127521,-14.78426437,0.614635401,-2.538099884,322.4197072,1.190963061,2.748123328,0.934
mL_AH1,-34.03767385,-14.27155765,0.137808397,-2.496479262,319.0177532,1.485934658,2.643449383,0.935
mL_AH1,-36.13010045,-13.7419673,-0.332759455,-2.454963512,315.7211982,1.781667278,2.527400444,0.936
mL_AH1,-37.00219077,-13.19655863,-0.75330939,-2.413526976,312.5394704,2.078420148,2.401551002,0.937
mL_AH1,-39.56611931,-12.63634042,-1.086214105,-2.372172936,309.4663005,2.376471187,2.267781148,0.938
mL_AH1,-36.77359709,-12.0622659,-1.303565949,-2.330875649,306.5108863,2.67614781,2.127934774,0.939
mL_AH1,-40.68961465,-11.47523472,-1.389705069,-2.289636574,303.665425,2.977792246,1.984038684,0.94
mL_AH1,-32.92083339,-10.87609568,-1.342451009,-2.248430185,300.9388524,-3.001357027,1.838086231,0.941
mL_AH1,-38.09271327,-10.26565021,-1.172938858,-2.207256201,298.3219411,-2.694484141,1.692098393,0.942
mL_AH1,-32.39522792,-9.644656563,-0.904106247,-2.166089635,295.8233434,-2.384222316,1.548082858,0.943
mL_AH1,-27.85278683,-9.013834615,-0.568015226,-2.124928568,293.4325253,-2.069978091,1.407926028,0.944
mL_AH1,-28.54077792,-8.373871173,-0.202309021,-2.083748885,291.1578423,-1.751043445,1.273509554,0.945
mL_AH1,-23.5952559,-7.725425768,0.153813592,-2.042547157,288.9875794,-1.426646092,1.146486428,0.946
mL_AH1,-24.43656296,-7.069136816,0.463682168,-2.001300475,286.9297886,-1.095933202,1.028481729,0.947
mL_AH1,-23.20541511,-6.405628063,0.696875831,-1.960004033,284.9717057,-0.75800403,0.920845551,0.948
mL_AH1,-25.18604671,-5.735515236,0.832207566,-1.918636451,283.1210781,-0.41201013,0.824842737,0.949
mL_AH1,-26.83912426,-5.059412809,0.859681432,-1.877191691,281.3642303,-0.057207661,0.741476159,0.95
mL_AH1,-31.54898992,-4.377940795,0.781244548,-1.83565021,279.7086084,0.306772583,0.671587837,0.951
mL_AH1,-29.47998689,-3.691731469,0.610283378,-1.794004867,278.1397684,0.679808656,0.61580992,0.952
mL_AH1,-30.81457777,-3.001435944,0.369943517,-1.752238238,276.664862,1.060931489,0.574547173,0.953
mL_AH1,-31.40048032,-2.307730502,0.090470527,-1.7103422,275.268825,1.448283519,0.548056295,0.954
mL_AH1,-31.24002712,-1.611322615,-0.194135349,-1.668301683,273.9585225,1.839088964,0.53633626,0.955
mL_AH1,-27.40612765,-0.91295656,-0.449794651,-1.626107687,272.7184215,2.230015284,0.539283195,0.956
mL_AH1,-26.64213699,-0.213418571,-0.645972861,-1.583747686,271.5551085,2.617710337,0.556556832,0.957
mL_AH1,-25.6645429,0.486458535,-0.7588853,-1.541211877,270.4527343,2.99928262,0.587729547,0.958
mL_AH1,-18.73074553,1.185791328,-0.77396493,-1.498490421,269.4176122,-2.910428104,0.632207528,0.959
mL_AH1,-20.79937548,1.883642362,-0.687355806,-1.45557276,268.4337289,-2.546148639,0.689299438,0.96
mL_AH1,-13.55675976,2.57901746,-0.506297048,-1.412451833,267.5071254,-2.191286135,0.758246368,0.961
mL_AH1,-11.94680325,3.2708637,-0.248375097,-1.36911635,266.621775,-1.845534006,0.838174102,0.962
mL_AH1,-13.70028455,3.958068154,0.060265789,-1.325562071,265.7834407,-1.508203442,0.928237273,0.963
mL_AH1,-12.55752369,4.63945738,0.387564266,-1.281776979,264.9762301,-1.178460583,1.027473031,0.964
mL_AH1,-12.38151257,5.313797697,0.698763919,-1.237759648,264.2056167,-0.855436929,1.135012322,0.965
mL_AH1,-5.970223629,5.979796239,0.959895223,-1.193497325,263.4559858,-0.538281768,1.249899745,0.966
mL_AH1,-5.448935295,6.636102809,1.141176905,-1.148991357,262.7325036,-0.226249687,1.371289996,0.967
mL_AH1,-6.190942172,7.281312514,1.220009936,-1.104228235,262.0199733,0.081356758,1.498319643,0.968
mL_AH1,-9.406030062,7.913969185,1.183281883,-1.059212,261.3232297,0.385102518,1.630203937,0.969
mL_AH1,-7.820161086,8.53256956,1.028769449,-1.013928367,260.6276297,0.685512349,1.766232296,0.97
mL_AH1,-9.342486945,9.135568229,0.765515199,-0.968383965,259.9376489,0.982998062,1.905712071,0.971
mL_AH1,-13.28979314,9.721383297,0.413151857,-0.922563717,259.2393288,1.277937513,2.048115541,0.972
mL_AH1,-13.64350385,10.28840276,0.000244779,-0.876476706,258.5367552,1.570631029,2.19287169,0.973
mL_AH1,-10.36799361,10.83499153,-0.438188811,-0.830107057,257.8167804,1.861342303,2.339634511,0.974
mL_AH1,-10.55247556,11.35949914,-0.863753948,-0.783466151,257.0830684,2.150294151,2.487981562,0.975
mL_AH1,-10.3167536,11.86026798,-1.238066926,-0.736537317,256.3234037,2.437665512,2.637722812,0.976
mL_AH1,-7.600127021,12.33564209,-1.526158005,-0.689334062,255.5409953,2.723624344,2.788604434,0.977
mL_AH1,-8.071556683,12.78397646,-1.699590846,-0.641838938,254.724675,3.008289299,2.940553265,0.978
mL_AH1,-3.875009825,13.20364672,-1.739031355,-0.594067387,253.8771649,-2.991398377,3.093490853,0.979
mL_AH1,-5.791714623,13.59305918,-1.636050122,-0.546001213,252.9884502,-2.70898992,3.247420601,0.98
mL_AH1,-5.77041317,13.95066118,-1.394010795,-0.497657588,252.0607361,-2.427577894,3.402427005,0.981
mL_AH1,-1.676270088,14.27495163,-1.027975234,-0.449017619,251.0852576,-2.147109301,3.558558017,0.982
mL_AH1,-5.484016235,14.5644917,-0.563638234,-0.400099992,250.0636745,-1.867520384,3.716026766,0.983
mL_AH1,-1.575549742,14.81791548,-0.035383368,-0.350885184,248.9885567,-1.588772281,3.874906234,0.984
mL_AH1,0.248561954,15.03394078,0.516379143,-0.301393167,247.8609938,-1.31082594,4.035484047,0.985
mL_AH1,-4.811191315,15.21137959,1.04837677,-0.251603876,246.674962,-1.033649736,4.197849329,0.986
mL_AH1,-0.864439616,15.34914856,1.517888687,-0.201538331,245.4309609,-0.757224368,4.362297244,0.987
mL_AH1,-5.460195347,15.44627905,1.886140559,-0.151176035,244.1244296,-0.481522171,4.528928258,0.988
mL_AH1,-5.507454193,15.50192686,2.121415555,-0.100538814,242.7552629,-0.206537733,4.697975982,0.989
mL_AH1,-7.608615235,15.51538153,2.201641156,-0.049605868,241.3204043,0.067753201,4.869543216,0.99
mL_AH1,-7.614597128,15.4860751,2.116252823,0.001600422,239.8191364,0.341348445,5.043742678,0.991
mL_AH1,-2.916113993,15.41359027,1.867190945,0.053101009,238.2499313,0.614267837,5.220659478,0.992
mL_AH1,-0.71312959,15.29766783,1.468952547,0.104873211,236.6114598,0.886507454,5.400245804,0.993
mL_AH1,-0.664177915,15.13821342,0.947689368,0.156937967,234.9037301,1.158081379,5.582535288,0.994
mL_AH1,-0.921126962,14.93530335,0.339414227,0.209272554,233.1248108,1.428988521,5.767304802,0.995
mL_AH1,2.928762834,14.68918964,-0.31255659,0.261897711,231.2762343,1.699236557,5.954491145,0.996
mL_AH1,-0.343230928,14.40030398,-0.960740422,0.314790938,229.3554858,1.968829871,6.143704624,0.997
mL_AH1,1.314924547,14.06926078,-1.556976555,0.367972579,227.3655918,2.237770303,6.33473526,0.998
mL_AH1,-0.32854322,13.69685907,-2.056009876,0.421420622,225.3034818,2.506068211,6.527052277,0.999
mL_AH1,-2.16350757,13.28408333,-2.418904622,0.475154805,223.1736262,2.773721389,6.720254944,1
mL_AH1,1.351941274,12.8321032,-2.616032764,0.529153874,220.9724355,3.040744782,6.913703767,1.001
mL_AH1,-4.523470906,12.34227193,-2.629410133,0.583436741,218.7057545,-2.976050566,7.10678061,1.002
mL_AH1,-3.383072223,11.81612378,-2.454199023,0.637983177,216.3695205,-2.710277131,7.298766533,1.003
mL_AH1,-1.632995893,11.25537008,-2.099255605,0.692811037,213.9708642,-2.445122563,7.488825572,1.004
mL_AH1,-1.416075895,10.66189419,-1.58667006,0.747901385,211.5053037,-2.180570984,7.676178405,1.005
mL_AH1,-0.236422017,10.03774523,-0.950321826,0.803270784,208.9811494,-1.916621238,7.859800757,1.006
mL_AH1,-3.637501724,9.385130661,-0.233546335,0.858901849,206.3935626,-1.653261044,8.038859656,1.007
mL_AH1,-0.890401778,8.706407676,0.513922575,0.914809612,203.7519106,-1.390484662,8.212199494,1.008
mL_AH1,-2.326404473,8.004073535,1.239513998,0.970978496,201.0510673,-1.128284949,8.378932023,1.009
mL_AH1,0.468098411,7.280754799,1.891623984,1.027421762,198.3013195,-0.866651841,8.537846709,1.01
mL_AH1,1.055535294,6.539195559,2.423380002,1.084125885,195.4973291,-0.605583577,8.687998641,1.011
mL_AH1,-0.461771967,5.78224472,2.796083753,1.141102118,192.650152,-0.345067261,8.828206009,1.012
mL_AH1,1.105852152,5.0128424,2.982072102,1.198339224,189.7543189,-0.085105527,8.957476093,1.013
mL_AH1,-1.065601652,4.23400553,2.966778156,1.255846218,186.8214931,0.174315006,9.074733364,1.014
mL_AH1,1.408030565,3.448812749,2.749834132,1.313614371,183.8461572,0.433189124,9.178964859,1.015
mL_AH1,-0.538201715,2.660388672,2.345130145,1.371650241,180.8404129,0.691528054,9.269262186,1.016
mL_AH1,-0.133449831,1.87188766,1.779822812,1.429947806,177.7987789,0.949326085,9.34464254,1.017
mL_AH1,-7.795300905,1.086477181,1.092368251,1.488510966,174.7336195,1.206589971,9.404403175,1.018
mL_AH1,-5.996530131,0.307320884,0.329729262,1.547336587,171.6395734,1.463315299,9.447662076,1.019
mL_AH1,-7.139109468,-0.462438481,-0.456030054,1.606425719,168.5290888,1.719502846,9.47393826,1.02
mL_AH1,-10.45295649,-1.219696197,-1.211502353,1.66577827,165.3970054,1.975150538,9.482532171,1.021
mL_AH1,-11.94423005,-1.961402616,-1.885762133,1.725392277,162.2556763,2.230252795,9.473183674,1.022
mL_AH1,-17.61945222,-2.684579981,-2.433969184,1.785270805,159.1002192,2.484809931,9.445454974,1.023
mL_AH1,-19.93808922,-3.386338915,-2.820481816,1.845408739,155.942716,2.738810814,9.399297073,1.024
mL_AH1,-17.74333114,-4.063894432,-3.021252574,1.905812377,152.7786333,2.992257257,9.334595614,1.025
mL_AH1,-18.89021203,-4.71458137,-3.025338187,1.966473338,149.619613,-3.038050925,9.251501527,1.026
