Electrode,rawTimeSeries-NoLineNoise,bpThetaTimeSeries,bpGammaTimeSeries,thetaAngle,thetaPower,gammaAngle,gammaPower,Time
mL_AH1,-35.34062803,-4.508711646,-1.462754749,-2.329698871,42.93085611,1.960163778,14.8485177,1.343
mL_AH1,-30.37993751,-4.266971564,-2.397161716,-2.279025806,43.02869505,2.249690494,14.57365094,1.344
mL_AH1,-29.13137953,-4.00949593,-3.115793016,-2.227734701,43.10526987,2.539325442,14.29639572,1.345
mL_AH1,-30.34399744,-3.736749165,-3.562668763,-2.175864624,43.15596669,2.829080214,14.01763581,1.346
mL_AH1,-28.19832839,-3.449317395,-3.705534665,-2.123392502,43.18323866,3.118977511,13.73801219,1.347
mL_AH1,-30.04494426,-3.147908278,-3.538141323,-2.070352598,43.18249029,-2.874158949,13.45825972,1.348
mL_AH1,-29.72508146,-2.833349728,-3.080299663,-2.016725668,43.15672152,-2.583936052,13.17906914,1.349
mL_AH1,-29.02795808,-2.506587535,-2.375750126,-1.962540568,43.10140229,-2.293530983,12.90099071,1.35
mL_AH1,-31.4719756,-2.168681905,-1.488065055,-1.907782032,43.02004272,-2.002924272,12.62472756,1.351
mL_AH1,-30.34306933,-1.820802921,-0.494963514,-1.852472992,42.9082266,-1.712106874,12.35065247,1.352
mL_AH1,-36.82890053,-1.464224958,0.518457252,-1.796602343,42.76992611,-1.421064567,12.0794191,1.353
mL_AH1,-28.75906895,-1.100320108,1.466988692,-1.740186646,42.60088807,-1.129786076,11.81126191,1.354
mL_AH1,-24.20141248,-0.730550632,2.27246018,-1.683219155,42.4054878,-0.838263277,11.5467139,1.355
mL_AH1,-24.94584123,-0.356460533,2.870175114,-1.625709694,42.17968441,-0.546482304,11.28592374,1.356
mL_AH1,-25.88208116,0.020333713,3.214107679,-1.567656076,41.92818763,-0.254440189,11.02924291,1.357
mL_AH1,-29.53021893,0.398153174,3.280445807,-1.509061094,41.6472174,0.037878874,10.77677992,1.358
mL_AH1,-26.73131522,0.775267148,3.06921011,-1.449927314,41.34174079,0.330475335,10.52867252,1.359
mL_AH1,-25.38188954,1.149904436,2.603842982,-1.390250293,41.00828534,0.623365581,10.28501409,1.36
mL_AH1,-20.4250138,1.520265098,1.928832727,-1.330037521,40.65199169,0.916551281,10.04573735,1.361
mL_AH1,-21.75857586,1.884532598,1.105600478,-1.269277203,40.26973925,1.210048011,9.810921897,1.362
mL_AH1,-22.04523562,2.240886234,0.207019584,-1.207981906,39.86675367,1.503862576,9.580346198,1.363
mL_AH1,-19.75354222,2.587513748,-0.688953118,-1.146132467,39.44030691,1.798009144,9.354060432,1.364
mL_AH1,-19.00911655,2.922624007,-1.505985995,-1.083746648,38.99561835,2.092502784,9.131770145,1.365
mL_AH1,-16.55112478,3.244459649,-2.175850459,-1.02079803,38.53038869,2.387357034,8.913476799,1.366
mL_AH1,-20.9629548,3.551309589,-2.64412234,-0.957309647,38.04973922,2.68259677,8.698905523,1.367
mL_AH1,-19.54597934,3.84152127,-2.874631638,-0.893248073,37.55183025,2.97823717,8.48800192,1.368
mL_AH1,-18.25481821,4.113512577,-2.852295336,-0.828641655,37.04159485,-3.008872799,8.280593284,1.369
mL_AH1,-18.64890183,4.365783296,-2.584107804,-0.763450373,36.51767761,-2.712342405,8.076586464,1.37
mL_AH1,-20.36279721,4.596926033,-2.098221583,-0.697707879,35.98473729,-2.415315458,7.875966609,1.371
mL_AH1,-19.4659882,4.805636504,-1.441214598,-0.631368161,35.44192051,-2.117763598,7.678646557,1.372
mL_AH1,-14.99581161,4.990723115,-0.673794468,-0.564470127,34.89353167,-1.819641441,7.484790078,1.373
mL_AH1,-18.59080094,5.151115748,0.134676613,-0.496962576,34.33922974,-1.520910394,7.294381473,1.374
mL_AH1,-13.54645202,5.285873693,0.912353186,-0.42888958,33.78289264,-1.22152492,7.107751372,1.375
mL_AH1,-16.49399366,5.394192653,1.59123279,-0.360195785,33.22469389,-0.921436823,6.925026045,1.376
mL_AH1,-13.63755176,5.475410779,2.113084667,-0.290930284,32.66802249,-0.620603961,6.746669613,1.377
mL_AH1,-8.486386876,5.529013684,2.43446508,-0.221034859,32.11356027,-0.318972702,6.573006168,1.378
mL_AH1,-9.085727121,5.554638399,2.530384972,-0.150563427,31.56415589,-0.016507581,6.404593199,1.379
mL_AH1,-6.949338411,5.552076249,2.396315229,-0.07945645,31.02098451,0.286842552,6.241976066,1.38
mL_AH1,-8.148351825,5.521274628,2.048362096,-0.00777242,30.48631517,0.591102977,6.085771508,1.381
mL_AH1,-9.969535431,5.462337675,1.52160745,0.064547727,29.96179268,0.896311307,5.9367268,1.382
mL_AH1,-8.81738753,5.375525852,0.866771455,0.137441244,29.44908011,1.202477969,5.795496039,1.383
mL_AH1,-10.39638475,5.261254439,0.145503957,0.210964693,28.95025972,1.509614313,5.662966898,1.384
mL_AH1,-16.84348647,5.120090982,-0.575267407,0.285051483,28.4663757,1.817709261,5.539819256,1.385
mL_AH1,-17.97014118,4.952751718,-1.229421216,0.359753471,27.99990759,2.126735743,5.4269891,1.386
mL_AH1,-13.89254985,4.760097036,-1.757609916,0.43500075,27.55128146,2.43665263,5.325171755,1.387
mL_AH1,-21.77146118,4.543126027,-2.112574873,0.510838182,27.12332661,2.74738561,5.235247549,1.388
mL_AH1,-24.169949,4.302970173,-2.26333331,0.587193224,26.71586538,3.058854698,5.157905979,1.389
mL_AH1,-23.16261571,4.040886252,-2.197865316,0.664101491,26.33202282,-2.912249627,5.093876075,1.39
mL_AH1,-29.76121544,3.758248536,-1.924066461,0.741488697,25.97104508,-2.599681361,5.043799502,1.391
mL_AH1,-24.65855876,3.456540332,-1.468889908,0.819379133,25.63629345,-2.286794345,5.008182418,1.392
mL_AH1,-24.27030859,3.137344973,-0.875766843,0.897697924,25.3264778,-1.973756622,4.987552985,1.393
mL_AH1,-23.01642286,2.802336311,-0.200550243,0.976456332,25.04513165,-1.660766941,4.982154122,1.394
mL_AH1,-17.30326723,2.453268795,0.49363989,1.055580337,24.7904797,-1.348026077,4.992317714,1.395
mL_AH1,-16.50647282,2.091967216,1.142194129,1.135066994,24.56616042,-1.035742728,5.01801223,1.396
mL_AH1,-14.78545796,1.720316177,1.684885176,1.214844899,24.36997423,-0.724130899,5.059288744,1.397
mL_AH1,-13.72139612,1.340249371,2.071300423,1.2948964,24.20559485,-0.413387464,5.11585035,1.398
mL_AH1,-10.44007823,0.953738739,2.265347667,1.375154735,24.07046747,-0.103715728,5.187400879,1.399
mL_AH1,-12.94531738,0.562783559,2.248435605,1.455587812,23.96823014,0.204717245,5.27339606,1.4
mL_AH1,-17.8168078,0.169399558,2.021055875,1.536135718,23.89604801,0.511740945,5.373162371,1.401
mL_AH1,-15.94109098,-0.224391908,1.6026419,1.616752943,23.85745233,0.817228677,5.485925952,1.402
mL_AH1,-18.19743337,-0.616574523,1.029737595,1.69738865,23.84940756,1.121057597,5.610652846,1.403
mL_AH1,-22.68070856,-1.005147483,0.352661168,1.777985621,23.8752679,1.423143884,5.746353791,1.404
mL_AH1,-27.51231336,-1.388135704,-0.369018272,1.858504142,23.93187864,1.723417561,5.891698094,1.405
mL_AH1,-24.10368475,-1.76359971,-1.071772543,1.938877497,24.02234852,2.02183417,6.045495051,1.406
mL_AH1,-26.54963257,-2.129645146,-1.693695054,2.019078762,24.14348544,2.318372898,6.206216254,1.407
mL_AH1,-24.1303183,-2.484431891,-2.179874513,2.099034224,24.29808732,2.613022215,6.372491347,1.408
mL_AH1,-22.08755885,-2.826182699,-2.487094785,2.178730844,24.48300473,2.90580072,6.542709294,1.409
mL_AH1,-21.03599519,-3.153191368,-2.587463853,2.258090479,24.70066355,-3.086462308,6.715358879,1.41
mL_AH1,-17.62210918,-3.463830389,-2.470678073,2.337114372,24.94803376,-2.797350581,6.888856344,1.411
mL_AH1,-14.81253178,-3.756558063,-2.144754104,2.415722387,25.22711322,-2.51001454,7.061611187,1.412
mL_AH1,-11.31796318,-4.029925073,-1.635197848,2.493929715,25.53506317,-2.224393398,7.232153982,1.413
mL_AH1,-11.70498884,-4.282580497,-0.982714981,2.571656386,25.8734037,-1.940436688,7.398898236,1.414
mL_AH1,-9.041457749,-4.513277257,-0.239689208,2.648930519,26.23955302,-1.658078094,7.560543421,1.415
mL_AH1,-7.745914257,-4.720877009,0.534247871,2.725674112,26.63451085,-1.37725552,7.715603432,1.416
mL_AH1,-10.42652112,-4.904354458,1.277164856,2.801926625,27.05601072,-1.097903426,7.862968929,1.417
mL_AH1,-10.01837046,-5.062801119,1.929875271,2.877613461,27.50449745,-0.819951854,8.001349405,1.418
mL_AH1,-14.90265779,-5.19542851,2.440663283,2.952783417,27.97806985,-0.543339045,8.12982533,1.419
mL_AH1,-11.12476124,-5.301570789,2.769314833,3.027366394,28.47659195,-0.267991002,8.247379787,1.42
mL_AH1,-9.933149728,-5.380686836,2.890147971,3.101418294,28.99856874,0.006149966,8.353271227,1.421
mL_AH1,-12.68847671,-5.432361789,2.79382764,-3.108310994,29.54326669,0.279158125,8.446803651,1.422
mL_AH1,-12.12474453,-5.456308033,2.487855095,-3.035390154,30.1096281,0.551088588,8.52740371,1.423
mL_AH1,-12.91295535,-5.452365653,1.995731407,-2.963063436,30.69631468,0.822012561,8.594705262,1.424
mL_AH1,-15.82964874,-5.420502355,1.354899027,-2.891267577,31.30272704,1.091984788,8.648302819,1.425
mL_AH1,-15.63714511,-5.36081287,0.61365709,-2.820055273,31.92692466,1.361070953,8.688131037,1.426
mL_AH1,-9.042397281,-5.273517839,-0.172681613,-2.749362765,32.56877711,1.629327369,8.713962499,1.427
mL_AH1,-8.988097141,-5.158962198,-0.946075865,-2.679236251,33.22575397,1.896812935,8.725974828,1.428
mL_AH1,-12.25932798,-5.017613069,-1.65014551,-2.609613308,33.89819418,2.163586512,8.724135097,1.429
mL_AH1,-14.30070842,-4.850057174,-2.234332067,-2.540533478,34.58299941,2.429700305,8.70879252,1.43
mL_AH1,-12.99845299,-4.656997773,-2.657526773,-2.471937235,35.28096826,2.695215467,8.68012266,1.431
mL_AH1,-9.588815527,-4.439251163,-2.890913095,-2.403857388,35.98846597,2.960178868,8.638577152,1.432
mL_AH1,-12.77117305,-4.197742727,-2.919837833,-2.336238582,36.7067314,-3.058532756,8.584541195,1.433
mL_AH1,-11.27256484,-3.933502567,-2.744602722,-2.269106874,37.43163387,-2.794505049,8.518514495,1.434
mL_AH1,-8.502665022,-3.647660731,-2.38015066,-2.202412083,38.164824,-2.5308626,8.441072899,1.435
mL_AH1,-10.61265262,-3.341442057,-1.854701285,-2.136173544,38.90172405,-2.267562366,8.35273246,1.436
mL_AH1,-6.688938005,-3.016160651,-1.207463912,-2.070346994,39.64435942,-2.004547461,8.254219415,1.437
mL_AH1,-8.710087221,-2.673214019,-0.485617162,-2.004945128,40.38776187,-1.741773568,8.146058278,1.438
mL_AH1,-6.964647335,-2.31407689,0.259209711,-1.939930113,41.13428691,-1.479189835,8.029069178,1.439
mL_AH1,-12.56788681,-1.940294729,0.97469113,-1.875308128,41.87863915,-1.216749724,7.903795946,1.44
mL_AH1,-8.478801741,-1.553476987,1.611523896,-1.811048075,42.62345278,-0.954409814,7.771089894,1.441
mL_AH1,-5.712629045,-1.155290112,2.126849212,-1.747149791,43.36317432,-0.692121755,7.631534388,1.442
mL_AH1,-4.570457044,-0.747450334,2.487144573,-1.683589042,44.10065943,-0.429849812,7.485954916,1.443
mL_AH1,0.466613645,-0.331716266,2.670394674,-1.620359534,44.83017022,-0.167545541,7.334992533,1.444
mL_AH1,3.932757156,0.090118642,2.667405037,-1.55744388,45.55472183,0.09482006,7.179405324,1.445
mL_AH1,4.325248081,0.516233789,2.482184617,-1.494829908,46.26846888,0.357292855,7.019897515,1.446
mL_AH1,2.78555837,0.944789191,2.13139016,-1.432506937,46.97452038,0.619896991,6.857138772,1.447
mL_AH1,6.188764979,1.373933313,1.642890866,-1.370457211,47.66700239,0.882672683,6.691883071,1.448
mL_AH1,5.096534391,1.801810935,1.053572593,-1.308676514,48.34904983,1.145641452,6.524711428,1.449
mL_AH1,3.383845097,2.226571021,0.406552192,-1.247141842,49.01483997,1.408835045,6.356395613,1.45
mL_AH1,2.645483467,2.646374563,-0.25198891,-1.185855119,49.6674648,1.672274212,6.187444316,1.451
mL_AH1,5.149812659,3.059402366,-0.876119637,-1.124788469,50.30123241,1.9359803,6.018603099,1.452
mL_AH1,1.998913121,3.463862772,-1.423384288,-1.063949566,50.91912363,2.199974136,5.850333394,1.453
mL_AH1,2.484923183,3.857999264,-1.857710224,-1.00330607,51.51565568,2.464266091,5.683308509,1.454
mL_AH1,1.309031868,4.240097963,-2.15179801,-0.942870962,52.0936322,2.728876509,5.517966951,1.455
mL_AH1,3.937324943,4.60849496,-2.288834967,-0.882607875,52.64785559,2.993805752,5.354872101,1.456
mL_AH1,3.776009599,4.961583486,-2.26342513,-0.822534615,53.18088984,-3.024113597,5.194454494,1.457
mL_AH1,4.298507498,5.297820883,-2.08168739,-0.76261124,53.68789515,-2.758518276,5.037146147,1.458
mL_AH1,2.454729062,5.615735347,-1.760534762,-0.702859865,54.17113829,-2.492581124,4.883369827,1.459
mL_AH1,5.345183935,5.913932435,-1.326206561,-0.643237452,54.62620539,-2.226314134,4.733424436,1.46
mL_AH1,6.582562774,6.191101296,-0.812177532,-0.583769877,55.05501444,-1.959713441,4.587709704,1.461
mL_AH1,9.296505862,6.4460206,-0.256609821,-0.524411492,55.45363997,-1.692792569,4.446407486,1.462
mL_AH1,13.05809462,6.677564153,0.300457669,-0.465191368,55.82360662,-1.425558664,4.309867355,1.463
mL_AH1,15.76989364,6.884706156,0.81997461,-0.406061742,56.16153304,-1.158024427,4.178181507,1.464
mL_AH1,12.14710952,7.066526093,1.266593576,-0.347054298,56.46851368,-0.890208791,4.051617466,1.465
mL_AH1,9.26482663,7.222213212,1.611045179,-0.288119657,56.74175926,-0.622122654,3.930207992,1.466
mL_AH1,13.70893958,7.351070592,1.832016458,-0.229291527,56.98190561,-0.353795376,3.814110908,1.467
mL_AH1,12.95082171,7.452518758,1.917416023,-0.170519414,57.18679475,-0.085236667,3.703324836,1.468
mL_AH1,9.518989009,7.526098833,1.8649572,-0.11183845,57.35658447,0.183517217,3.597882698,1.469
mL_AH1,12.41762208,7.571475205,1.682041075,-0.053197535,57.48977816,0.45245595,3.497763778,1.47
mL_AH1,9.982539958,7.588437699,1.38497105,0.005367372,57.58604568,0.721541573,3.402877728,1.471
mL_AH1,8.242625709,7.576903228,0.997575701,0.06390748,57.6445722,0.990761012,3.313186254,1.472
mL_AH1,8.810220713,7.536916919,0.549354508,0.122386593,57.66453985,1.260080444,3.228493842,1.473
mL_AH1,9.302661398,7.468652695,0.073289003,0.18085553,57.6458262,1.529482604,3.148734711,1.474
mL_AH1,4.291293915,7.372413313,-0.396521131,0.239278447,57.58713613,1.798942968,3.073638363,1.475
mL_AH1,9.106670755,7.248629837,-0.827232069,0.297705286,57.48904044,2.068440185,3.003094794,1.476
mL_AH1,9.966963766,7.097860539,-1.189480775,0.356101134,57.34978765,2.337962287,2.93679374,1.477
mL_AH1,10.40446722,6.92078923,-1.459317403,0.414514578,57.17063298,2.607485884,2.874564176,1.478
mL_AH1,15.8006983,6.718223008,-1.619725813,0.472912209,56.94939966,2.877012137,2.816088675,1.479
mL_AH1,10.03835086,6.491089416,-1.661643218,0.531340803,56.6880091,-3.136665932,2.761125203,1.48
mL_AH1,14.22050359,6.240433019,-1.584424338,0.589769017,56.38389999,-2.867165551,2.709372967,1.481
mL_AH1,11.23499701,5.967411379,-1.395731693,0.648241382,56.03963247,-2.59768729,2.66052072,1.482
mL_AH1,9.18232755,5.673290464,-1.110869778,0.70672918,55.65231039,-2.328212044,2.614295745,1.483
mL_AH1,11.51441646,5.359439461,-0.751614984,0.765274283,55.22509627,-2.058744161,2.570332658,1.484
mL_AH1,6.983041345,5.027325031,-0.344623749,0.823851151,54.75481673,-1.789262236,2.528385654,1.485
mL_AH1,7.432407863,4.678505003,0.080473056,0.882498615,54.24519209,-1.519756578,2.488061345,1.486
mL_AH1,12.12141235,4.314621533,0.493162093,0.941194859,53.69283617,-1.25020728,2.449130159,1.487
mL_AH1,11.73858716,3.937393741,0.864186531,0.999975326,53.10197501,-0.980589795,2.411202727,1.488
mL_AH1,7.905111955,3.548609852,1.167588745,1.058822462,52.46907968,-0.710887567,2.374051018,1.489
mL_AH1,8.064978347,3.15011887,1.382518361,1.117768011,51.79882329,-0.441063085,2.33732092,1.49
mL_AH1,9.092449424,2.743821803,1.494680855,1.176799224,51.08760846,-0.171102614,2.30077379,1.491
mL_AH1,10.36643258,2.331662497,1.497323992,1.23594388,50.3404912,0.099039977,2.264115137,1.492
mL_AH1,9.857713862,1.91561808,1.39168885,1.295194575,49.55388263,0.369378223,2.227092068,1.493
mL_AH1,11.36086109,1.497689098,1.186887648,1.354574913,48.7331531,0.63996107,2.189483143,1.494
mL_AH1,9.827418716,1.079889349,0.899210093,1.414083385,47.87480016,0.9108057,2.151029316,1.495
mL_AH1,7.497940506,0.664235493,0.550901004,1.473739268,46.98443671,1.181958036,2.111583251,1.496
mL_AH1,8.679778515,0.252736468,0.168491722,1.533547518,46.0587239,1.453442728,2.070898953,1.497
mL_AH1,6.740448513,-0.152617216,-0.219196831,1.59352301,45.10344335,1.725298233,2.028893588,1.498
mL_AH1,6.783396574,-0.549864263,-0.583233568,1.65367776,44.11549441,1.997559118,1.985360494,1.499
mL_AH1,8.180105911,-0.93708338,-0.896775377,1.714022258,43.10075279,2.27025441,1.940265705,1.5
mL_AH1,2.981200472,-1.312404022,-1.137114335,1.774576211,42.05642626,2.543428704,1.893469007,1.501
mL_AH1,1.721355418,-1.674017006,-1.287411758,1.835345852,40.98841056,2.817102617,1.844969615,1.502
mL_AH1,1.062147611,-2.020184956,-1.337977636,1.896359277,39.894286,3.09132828,1.794714698,1.503
mL_AH1,0.264445214,-2.349252483,-1.286987189,1.957618719,38.77989621,-2.917063606,1.742726094,1.504
mL_AH1,1.171422297,-2.659656051,-1.140569765,2.019161446,37.64325043,-2.641647364,1.689047179,1.505
mL_AH1,-3.523277273,-2.949933453,-0.912255835,2.080986124,36.49007136,-2.365591284,1.633719769,1.506
mL_AH1,-3.748249919,-3.218732836,-0.621821263,2.143140088,35.31884458,-2.088842949,1.576877325,1.507
mL_AH1,0.080264871,-3.46482121,-0.293619856,2.20561909,34.13510762,-1.811378378,1.518586623,1.508
mL_AH1,0.171181468,-3.68709238,0.045459396,2.268481597,32.9378596,-1.533152744,1.459051321,1.509
mL_AH1,-1.099481282,-3.884574239,0.368239238,2.33172138,31.73239471,-1.254130373,1.3983724,1.51
mL_AH1,-0.127935282,-4.056435378,0.649513671,2.395409342,30.51825164,-0.974276649,1.336794728,1.511
mL_AH1,4.877393389,-4.201990954,0.868124802,2.459538583,29.30043028,-0.693541963,1.274461717,1.512
mL_AH1,2.284558168,-4.32070777,1.008675649,2.524194067,28.0790231,-0.411900858,1.211628376,1.513
mL_AH1,-0.134191862,-4.412208534,1.062728242,2.589370049,26.85869287,-0.129290531,1.148482666,1.514
mL_AH1,2.456561777,-4.476275246,1.029381444,2.655167645,25.64008767,0.154310779,1.085263795,1.515
mL_AH1,1.906556705,-4.512851686,0.915178535,2.721584782,24.42749932,0.43897601,1.022197236,1.516
mL_AH1,-0.954728564,-4.522044976,0.733355536,2.788741467,23.22212048,0.724733093,0.959490929,1.517
mL_AH1,-0.853376876,-4.504126188,0.502502017,2.856642782,22.02784749,1.011661745,0.897391964,1.518
mL_AH1,4.054119708,-4.459529973,0.244760662,2.92543128,20.84639367,1.299809834,0.836073979,1.519
mL_AH1,-1.90954512,-4.388853209,-0.016264907,2.995124003,19.68124482,1.589263725,0.775784598,1.52
mL_AH1,-1.417084975,-4.292852644,-0.257697126,3.065890979,18.53459811,1.880108543,0.716670754,1.521
mL_AH1,-1.920685112,-4.172441546,-0.459460452,3.137767853,17.40952314,2.172445425,0.658960174,1.522
mL_AH1,-5.949706972,-4.028685354,-0.606051306,-3.072226506,16.30865163,2.466418652,0.602786734,1.523
mL_AH1,-2.777169952,-3.862796334,-0.687836639,-2.997658091,15.23464041,2.762167456,0.548344572,1.524
mL_AH1,-4.776468688,-3.676127275,-0.701761794,-2.921464897,14.19049466,3.059926259,0.495768751,1.525
mL_AH1,-3.592781474,-3.470164225,-0.651406164,-2.84354337,13.17847036,-2.923263988,0.445217274,1.526
mL_AH1,-1.585679274,-3.246518313,-0.546389287,-2.763591245,12.20187431,-2.620655865,0.396837087,1.527
mL_AH1,-1.138181484,-3.006916693,-0.401194109,-2.681448471,11.26258138,-2.315028082,0.350759858,1.528
mL_AH1,-0.849352522,-2.753192639,-0.233531694,-2.596743245,10.36411877,-2.005759183,0.307150051,1.529
mL_AH1,-0.454528618,-2.487274868,-0.062416941,-2.509239072,9.508006841,-1.692084587,0.266132607,1.53
mL_AH1,-0.963397856,-2.211176123,0.093846821,-2.418479351,8.69790423,-1.372920149,0.227891323,1.531
mL_AH1,2.996475601,-1.9269811,0.219568052,-2.324131161,7.93500927,-1.046789717,0.192568397,1.532
mL_AH1,1.065523771,-1.636833772,0.303258043,-2.225644979,7.223017161,-0.711666027,0.160367954,1.533
mL_AH1,-3.100205963,-1.342924195,0.338750869,-2.122583843,6.56284136,-0.364634892,0.131471277,1.534
mL_AH1,0.720082184,-1.04747487,0.325738832,-2.014326015,5.958114873,-0.001721811,0.106106101,1.535
mL_AH1,-1.590915559,-0.752726738,0.269670267,-1.900367443,5.409506703,0.382712373,0.084507064,1.536
mL_AH1,-2.127558059,-0.460924908,0.181022433,-1.780112154,4.920487183,0.795814573,0.066932535,1.537
mL_AH1,-0.839628537,-0.174304194,0.07402705,-1.653134619,4.491523081,1.245567072,0.053674548,1.538
mL_AH1,1.562205952,0.104925443,-0.035016712,-1.519116756,4.125822052,1.736566996,0.045031574,1.539
mL_AH1,0.81299179,0.374593455,-0.129663159,-1.378038719,3.823691109,2.262259845,0.041347354,1.54
mL_AH1,-2.641701835,0.632583162,-0.195270395,-1.230296054,3.587977993,2.799407843,0.042968387,1.541
mL_AH1,-5.027449318,0.876846024,-0.220770382,-1.076715853,3.418871172,-2.965781281,0.05027768,1.542
mL_AH1,-4.402345391,1.105415615,-0.200065389,-0.918782456,3.31876628,-2.486298967,0.063670911,1.543
mL_AH1,-5.564219591,1.316421212,-0.132893979,-0.75829087,3.287771736,-2.048506693,0.083555043,1.544
mL_AH1,-1.614310085,1.5081009,-0.02506291,-0.597554427,3.327746178,-1.646310589,0.11036483,1.545
mL_AH1,1.988750516,1.678814089,0.111993876,-0.438663613,3.43875242,-1.271756782,0.144515909,1.546
mL_AH1,2.599388363,1.827053359,0.262298199,-0.283765881,3.622036689,-0.917961722,0.186458872,1.547
mL_AH1,0.796058109,1.951455539,0.406953791,-0.134248533,3.877645405,-0.579689561,0.236603131,1.548
mL_AH1,1.543901718,2.050811922,0.526158246,0.008708119,4.206148488,-0.253214941,0.295380303,1.549
mL_AH1,-0.090503279,2.124077542,0.601399786,0.144768956,4.607598964,0.064204129,0.363176723,1.55
mL_AH1,0.880162182,2.17037943,0.617613868,0.273705816,5.081839883,0.374464639,0.440363497,1.551
mL_AH1,3.064767771,2.189023775,0.565072949,0.395900105,5.628946897,0.679024393,0.527281371,1.552
mL_AH1,2.690632032,2.17950193,0.440803672,0.511645036,6.248000513,0.978901146,0.624199615,1.553
mL_AH1,3.551882357,2.141495198,0.249367707,0.621591453,6.939107499,1.274910926,0.731382288,1.554
mL_AH1,2.13384621,2.074878358,0.002901748,0.726194512,7.70056625,1.567647011,0.848962459,1.555
mL_AH1,2.775943376,1.979721876,-0.279616882,0.82610627,8.532515295,1.857587955,0.97708755,1.556
mL_AH1,-2.455247215,1.856292792,-0.573836517,0.921767474,9.432468304,2.145112536,1.115731191,1.557
mL_AH1,-0.065732194,1.705054236,-0.852113181,1.013728145,10.40058831,2.430512513,1.264878679,1.558
mL_AH1,-3.244131528,1.526663587,-1.086028146,1.102357899,11.43361903,2.714050248,1.424332243,1.559
mL_AH1,-3.419104493,1.321969252,-1.249112676,1.188086462,12.53173304,2.995911422,1.593870602,1.56
mL_AH1,3.669246418,1.0920061,-1.319524444,1.271208213,13.69093633,-3.006897036,1.773120238,1.561
mL_AH1,2.269443377,0.837989538,-1.282416713,1.352046,14.91138892,-2.72787855,1.961618251,1.562
mL_AH1,-0.385648144,0.561308294,-1.131762547,1.4308317,16.18840841,-2.450074129,2.158813132,1.563
mL_AH1,0.862147834,0.263515918,-0.871440326,1.507802081,17.52211375,-2.173390067,2.363982811,1.564
mL_AH1,-2.165272496,-0.053678934,-0.515450075,1.583141617,18.90719999,-1.897718502,2.576393201,1.565
mL_AH1,2.720466039,-0.388423375,-0.087207013,1.6570204,20.34371122,-1.622982126,2.795068312,1.566
mL_AH1,-1.225309429,-0.738732258,0.382057422,1.729588327,21.825801,-1.349102083,3.01908328,1.567
mL_AH1,1.474239325,-1.102501147,0.855673631,1.800964575,23.35340075,-1.076009272,3.247236499,1.568
mL_AH1,0.561135976,-1.477520225,1.294502684,1.871274195,24.92021752,-0.803647484,3.4784032,1.569
mL_AH1,-4.165712206,-1.861489011,1.660248113,1.94059758,26.52602962,-0.531952786,3.711202399,1.57
mL_AH1,-3.429433817,-2.25203181,1.918824485,2.009041949,28.16420443,-0.260885363,3.944306067,1.571
mL_AH1,-4.012715051,-2.646713757,2.043483223,2.076658088,29.83432566,0.009613379,4.176209623,1.572
mL_AH1,-3.230590607,-3.043057359,2.017409569,2.143540293,31.5295377,0.27957296,4.405393404,1.573
mL_AH1,-4.398947999,-3.438559393,1.835544049,2.209716666,33.24918863,0.54904493,4.630285796,1.574
mL_AH1,-5.119521552,-3.830708043,1.505444455,2.275271969,34.9863238,0.818053958,4.849210553,1.575
mL_AH1,-4.68364388,-4.217000138,1.047085048,2.340216868,36.74001678,1.086642712,5.060579753,1.576
mL_AH1,-7.04704541,-4.59495836,0.491581535,2.40462889,38.50334244,1.354835217,5.262623088,1.577
mL_AH1,-11.53325951,-4.96214829,-0.121074554,2.468505292,40.27506461,1.622664251,5.453778744,1.578
mL_AH1,-5.631260392,-5.316195151,-0.745098807,2.531917903,42.04841816,1.89015573,5.632270035,1.579
mL_AH1,-11.03967242,-5.654800123,-1.332564781,2.594853695,43.82182702,2.157332857,5.796598006,1.58
mL_AH1,-12.08980939,-5.975756089,-1.837317984,2.6573798,45.58881544,2.424224155,5.945083996,1.581
mL_AH1,-12.48617632,-6.276962703,-2.218818964,2.719475372,47.34744368,2.690844972,6.076329793,1.582
mL_AH1,-13.66210869,-6.55644064,-2.44558149,2.781203466,49.09165079,2.957225567,6.188863079,1.583
mL_AH1,-19.99965493,-6.812344921,-2.497901723,2.842537385,50.81911697,-3.059809022,6.281433186,1.584
mL_AH1,-18.48405756,-7.042977216,-2.369631791,2.903536475,52.52431466,-2.793858081,6.352871967,1.585
mL_AH1,-20.18065834,-7.246797013,-2.068831856,2.964169773,54.20453581,-2.528098118,6.402136806,1.586
mL_AH1,-15.69993689,-7.422431567,-1.617231413,3.024493103,55.85489535,-2.26250137,6.42843853,1.587
mL_AH1,-16.64265736,-7.56868456,-1.048534865,3.084472531,57.47229747,-1.997057166,6.431015819,1.588
mL_AH1,-16.28628701,-7.684543408,-0.40570881,-3.139024894,59.05259675,-1.731741827,6.40950293,1.589
mL_AH1,-13.03311584,-7.769185156,0.262520451,-3.079664394,60.59231923,-1.466540053,6.363498715,1.59
mL_AH1,-13.06346198,-7.821980918,0.905659401,-3.020582419,62.08814253,-1.201432955,6.293075091,1.591
mL_AH1,-11.90172975,-7.842498862,1.475585214,-2.961815826,63.53623346,-0.936398936,6.198264053,1.592
